  193	      2.78401237    0.01326769
  194	      2.79430397    0.01326466
  195	      2.80459416    0.01326168
  196	      2.81488293    0.01325876
  197	      2.82517027    0.01325590
  198	      2.83545619    0.01325309
  199	      2.84574067    0.01325034
  200	      2.85602372    0.01324764
  201	      2.86630532    0.01324500
  202	      2.87658546    0.01324241
  203	      2.88686416    0.01323988
  204	      2.89714139    0.01323740
  205	      2.90741716    0.01323497
  206	      2.91769145    0.01323261
  207	      2.92796427    0.01323029
  208	      2.93823561    0.01322803
  209	      2.94850546    0.01322583
  210	      2.95877382    0.01322368
  211	      2.96904068    0.01322159
  212	      2.97930604    0.01321955
  213	      2.98956989    0.01321756
  214	      2.99983222    0.01321563
  215	      3.01009304    0.01321375
  216	      3.02035233    0.01321193
  217	      3.03061010    0.01321016
  218	      3.04086633    0.01320845
  219	      3.05112102    0.01320679
  220	      3.06137416    0.01320518
  221	      3.07162576    0.01320363
  222	      3.08187580    0.01320213
  223	      3.09212427    0.01320069
  224	      3.10237119    0.01319930
  225	      3.11261653    0.01319796
  226	      3.12286029    0.01319668
  227	      3.13310247    0.01319545
  228	      3.14334306    0.01319427
  229	      3.15358206    0.01319315
  230	      3.16381947    0.01319209
  231	      3.17405527    0.01319107
  232	      3.18428946    0.01319011
  233	      3.19452204    0.01318920
  234	      3.20475299    0.01318835
  235	      3.21498233    0.01318755
  236	      3.22521003    0.01318680
  237	      3.23543610    0.01318610
  238	      3.24566053    0.01318546
  239	      3.25588332    0.01318487
  240	      3.26610445    0.01318434
  241	      3.27632393    0.01318385
  242	      3.28654174    0.01318342
  243	      3.29675789    0.01318305
  244	      3.30697237    0.01318272
  245	      3.31718517    0.01318245
  246	      3.32739629    0.01318223
  247	      3.33760572    0.01318206
  248	      3.34781345    0.01318195
  249	      3.35801949    0.01318188
  250	      3.36822382    0.01318187
  251	      3.37842645    0.01318192
  252	      3.38862736    0.01318201
  253	      3.39882655    0.01318215
  254	      3.40902401    0.01318235
  255	      3.41921975    0.01318260
  256	      3.42941374    0.01318290
  257	      3.43960600    0.01318326
  258	      3.44979651    0.01318366
  259	      3.45998527    0.01318412
  260	      3.47017227    0.01318463
  261	      3.48035751    0.01318519
  262	      3.49054098    0.01318580
  263	      3.50072268    0.01318646
  264	      3.51090260    0.01318717
  265	      3.52108074    0.01318794
  266	      3.53125708    0.01318875
  267	      3.54143163    0.01318962
  268	      3.55160438    0.01319054
  269	      3.56177533    0.01319151
  270	      3.57194446    0.01319253
  271	      3.58211178    0.01319360
  272	      3.59227728    0.01319472
  273	      3.60244094    0.01319589
  274	      3.61260278    0.01319711
  275	      3.62276278    0.01319839
  276	      3.63292094    0.01319971
  277	      3.64307724    0.01320108
  278	      3.65323170    0.01320251
  279	      3.66338429    0.01320398
  280	      3.67353502    0.01320551
  281	      3.68368388    0.01320708
  282	      3.69383087    0.01320870
  283	      3.70397597    0.01321038
  284	      3.71411919    0.01321210
  285	      3.72426051    0.01321387
  286	      3.73439994    0.01321570
  287	      3.74453746    0.01321757
  288	      3.75467308    0.01321949
  289	      3.76480679    0.01322146
  290	      3.77493857    0.01322348
  291	      3.78506843    0.01322555
  292	      3.79519636    0.01322767
  293	      3.80532236    0.01322984
  294	      3.81544642    0.01323206
  295	      3.82556853    0.01323432
  296	      3.83568868    0.01323664
  297	      3.84580689    0.01323900
  298	      3.85592313    0.01324141
  299	      3.86603740    0.01324387
  300	      3.87614970    0.01324638
  301	      3.88626002    0.01324894
  302	      3.89636836    0.01325155
  303	      3.90647471    0.01325420
  304	      3.91657906    0.01325690
  305	      3.92668141    0.01325965
  306	      3.93678176    0.01326245
  307	      3.94688010    0.01326530
  308	      3.95697642    0.01326819
  309	      3.96707071    0.01327114
  310	      3.97716299    0.01327413
  311	      3.98725322    0.01327716
  312	      3.99734142    0.01328025
  313	      4.00742758    0.01328338
  314	      4.01751169    0.01328656
  315	      4.02759374    0.01328979
  316	      4.03767373    0.01329306
  317	      4.04775166    0.01329638
  318	      4.05782752    0.01329975
  319	      4.06790130    0.01330317
  320	      4.07797300    0.01330663
  321	      4.08804261    0.01331014
  322	      4.09811013    0.01331370
  323	      4.10817555    0.01331730
  324	      4.11823887    0.01332095
  325	      4.12830008    0.01332465
  326	      4.13835918    0.01332839
  327	      4.14841615    0.01333218
  328	      4.15847101    0.01333601
  329	      4.16852373    0.01333989
  330	      4.17857431    0.01334382
  331	      4.18862276    0.01334779
  332	      4.19866906    0.01335181
  333	      4.20871320    0.01335588
  334	      4.21875519    0.01335999
  335	      4.22879502    0.01336414
  336	      4.23883268    0.01336834
  337	      4.24886816    0.01337259
  338	      4.25890147    0.01337688
  339	      4.26893259    0.01338122
  340	      4.27896152    0.01338561
  341	      4.28898826    0.01339003
  342	      4.29901280    0.01339451
  343	      4.30903513    0.01339903
  344	      4.31905525    0.01340359
  345	      4.32907315    0.01340820
  346	      4.33908884    0.01341285
  347	      4.34910229    0.01341755
  348	      4.35911352    0.01342229
  349	      4.36912250    0.01342708
  350	      4.37912925    0.01343191
  351	      4.38913374    0.01343678
  352	      4.39913599    0.01344170
  353	      4.40913597    0.01344667
  354	      4.41913369    0.01345167
  355	      4.42912914    0.01345673
  356	      4.43912232    0.01346182
  357	      4.44911321    0.01346696
  358	      4.45910183    0.01347214
  359	      4.46908815    0.01347737
  360	      4.47907218    0.01348264
  361	      4.48905390    0.01348796
  362	      4.49903332    0.01349331
  363	      4.50901043    0.01349872
  364	      4.51898522    0.01350416
  365	      4.52895770    0.01350965
  366	      4.53892784    0.01351518
  367	      4.54889565    0.01352075
  368	      4.55886113    0.01352637
  369	      4.56882427    0.01353203
  370	      4.57878506    0.01353773
  371	      4.58874349    0.01354348
  372	      4.59869957    0.01354926
  373	      4.60865329    0.01355509
  374	      4.61860464    0.01356097
  375	      4.62855362    0.01356688
  376	      4.63850022    0.01357284
  377	      4.64844443    0.01357884
  378	      4.65838626    0.01358488
  379	      4.66832570    0.01359096
  380	      4.67826274    0.01359709
  381	      4.68819738    0.01360326
  382	      4.69812961    0.01360947
  383	      4.70805943    0.01361572
  384	      4.71798684    0.01362201
  385	      4.72791182    0.01362835
  386	      4.73783437    0.01363473
  387	      4.74775449    0.01364114
  388	      4.75767218    0.01364760
  389	      4.76758742    0.01365410
  390	      4.77750022    0.01366065
  391	      4.78741057    0.01366723
  392	      4.79731846    0.01367385
  393	      4.80722389    0.01368052
  394	      4.81712685    0.01368723
  395	      4.82702735    0.01369397
  396	      4.83692537    0.01370076
  397	      4.84682091    0.01370759
  398	      4.85671397    0.01371446
  399	      4.86660454    0.01372137
  400	      4.87649262    0.01372832
  401	      4.88637820    0.01373531
  402	      4.89626127    0.01374234
  403	      4.90614184    0.01374942
  404	      4.91601990    0.01375653
  405	      4.92589544    0.01376368
  406	      4.93576846    0.01377087
  407	      4.94563896    0.01377811
  408	      4.95550693    0.01378538
  409	      4.96537236    0.01379269
  410	      4.97523526    0.01380004
  411	      4.98509561    0.01380744
  412	      4.99495342    0.01381487
  413	      5.00480868    0.01382234
  414	      5.01466138    0.01382985
  415	      5.02451152    0.01383740
  416	      5.03435910    0.01384499
  417	      5.04420411    0.01385262
  418	      5.05404655    0.01386029
  419	      5.06388641    0.01386800
  420	      5.07372369    0.01387575
  421	      5.08355839    0.01388353
  422	      5.09339050    0.01389136
  423	      5.10322002    0.01389923
  424	      5.11304694    0.01390713
  425	      5.12287126    0.01391507
  426	      5.13269297    0.01392490
